MatchDate,HomeTeam,AwayTeam,FTHome,FTAway,OddHome,OddDraw,OddAway,Over25,Under25,HomeShots,AwayShots,HomeTarget,AwayTarget,HomeCorners,AwayCorners
2001-01-06,Porto,Est Amadora,2.0,1.0,1.1,5.5,15.0,,,,,,,,
2001-01-06,Sp Lisbon,Campomaiorense,2.0,1.0,1.2,4.8,11.0,,,,,,,,
2001-01-07,Aves,Boavista,1.0,2.0,4.0,3.0,1.85,,,,,,,,
2001-01-07,Beira Mar,Leiria,3.0,1.0,2.15,2.9,3.0,,,,,,,,
2001-01-07,Gil Vicente,Belenenses,2.0,1.0,2.85,3.0,2.25,,,,,,,,
2001-01-07,Salgueiros,Benfica,1.0,2.0,2.3,3.1,2.6,,,,,,,,
2001-01-07,Sp Braga,Farense,3.0,0.0,1.6,3.3,4.7,,,,,,,,
2001-01-08,Guimaraes,Maritimo,1.0,1.0,1.95,2.9,3.5,,,,,,,,
2001-01-11,Belenenses,Salgueiros,2.0,0.0,1.6,3.3,4.5,,,,,,,,
2001-01-12,Maritimo,Sp Lisbon,0.0,2.0,2.8,3.0,2.2,,,,,,,,
2001-01-13,Boavista,Porto,1.0,0.0,2.45,2.9,2.55,,,,,,,,
2001-01-13,Campomaiorense,Alverca,0.0,4.0,2.1,2.8,3.25,,,,,,,,
2001-01-13,Est Amadora,Beira Mar,1.0,1.0,2.3,2.9,2.7,,,,,,,,
2001-01-13,Pacos Ferreira,Gil Vicente,2.0,0.0,1.45,3.5,5.9,,,,,,,,
2001-01-13,Benfica,Aves,5.0,1.0,1.17,5.3,11.0,,,,,,,,
2001-01-13,Farense,Guimaraes,1.0,1.0,1.9,3.0,3.5,,,,,,,,
2001-01-13,Leiria,Sp Braga,0.0,0.0,2.25,2.9,2.8,,,,,,,,
2001-01-19,Est Amadora,Leiria,1.0,2.0,2.35,2.85,2.8,,,,,,,,
2001-01-20,Boavista,Beira Mar,1.0,0.0,1.28,4.4,8.2,,,,,,,,
2001-01-20,Guimaraes,Sp Braga,0.0,0.0,2.3,3.0,2.7,,,,,,,,
2001-01-21,Belenenses,Aves,5.0,0.0,1.37,3.9,6.8,,,,,,,,
