MatchDate,HomeTeam,AwayTeam,FTHome,FTAway,OddHome,OddDraw,OddAway,Over25,Under25,HomeShots,AwayShots,HomeTarget,AwayTarget,HomeCorners,AwayCorners
2012-06-24,Corinthians,Palmeiras,2.0,1.0,2.65,3.1,2.62,,,,,,,,
2012-06-24,Figueirense,Bahia,1.0,1.0,1.59,3.74,5.46,,,,,,,,
2012-06-24,Gremio,Flamengo RJ,2.0,0.0,1.66,3.66,4.92,,,,,,,,
2012-06-24,Atletico GO,Fluminense,1.0,4.0,2.8,3.22,2.41,,,,,,,,
2012-06-24,Botafogo RJ,Ponte Preta,1.0,2.0,1.58,3.82,5.41,,,,,,,,
2012-06-24,Santos,Coritiba,2.0,2.0,1.6,3.78,5.18,,,,,,,,
2012-06-24,Sport Recife,Internacional,0.0,2.0,2.88,3.15,2.4,,,,,,,,
2012-06-30,Cruzeiro,Sao Paulo,2.0,3.0,2.04,3.3,3.47,,,,,,,,
2012-06-30,Nautico,Fluminense,0.0,2.0,2.86,3.24,2.35,,,,,,,,
2012-06-30,Vasco,Ponte Preta,3.0,2.0,1.46,4.03,6.78,,,,,,,,
2012-07-06,Atletico-MG,Bahia,1.0,1.0,1.43,4.13,7.23,,,,,,,,
2012-07-06,Coritiba,Portuguesa,2.0,0.0,1.59,3.72,5.37,,,,,,,,
2012-07-06,Vasco,Nautico,4.0,2.0,1.37,4.4,8.19,,,,,,,,
2012-07-06,Internacional,Sao Paulo,1.0,0.0,1.86,3.41,4.03,,,,,,,,
2012-07-06,Ponte Preta,Flamengo RJ,2.0,2.0,2.55,3.21,2.67,,,,,,,,
2012-07-06,Santos,Fluminense,1.0,1.0,2.02,3.23,3.63,,,,,,,,
2012-07-07,Botafogo RJ,Bahia,3.0,0.0,1.55,3.77,5.85,,,,,,,,
2012-07-07,Internacional,Cruzeiro,2.0,1.0,1.75,3.48,4.55,,,,,,,,
2012-07-09,Fluminense,Santos,3.0,1.0,1.65,3.62,4.98,,,,,,,,
2012-07-09,Palmeiras,Sport Recife,3.0,1.0,1.53,3.8,6.09,,,,,,,,
2012-07-14,Corinthians,Nautico,2.0,1.0,1.41,4.31,7.41,,,,,,,,
2012-07-14,Figueirense,Atletico-MG,3.0,4.0,2.47,3.24,2.7,,,,,,,,
2012-07-15,Ponte Preta,Coritiba,4.0,1.0,2.32,3.21,2.98,,,,,,,,
2012-07-15,Bahia,Flamengo RJ,1.0,2.0,2.25,3.26,3.02,,,,,,,,
2012-07-15,Botafogo RJ,Fluminense,1.0,1.0,2.57,3.24,2.61,,,,,,,,
2012-07-15,Cruzeiro,Gremio,1.0,3.0,1.93,3.38,3.75,,,,,,,,
2012-07-15,Internacional,Santos,0.0,0.0,1.9,3.34,3.91,,,,,,,,
2012-07-15,Palmeiras,Sao Paulo,1.0,1.0,2.6,3.16,2.64,,,,,,,,
2012-07-15,Sport Recife,Portuguesa,2.0,1.0,2.06,3.32,3.43,,,,,,,,
2012-07-15,Vasco,Atletico GO,1.0,0.0,1.52,3.92,5.97,,,,,,,,
2012-07-18,Gremio,Sport Recife,3.0,1.0,1.37,4.41,7.96,,,,,,,,
2012-07-18,Santos,Botafogo RJ,0.0,0.0,2.21,3.28,3.1,,,,,,,,
2012-07-19,Nautico,Ponte Preta,3.0,0.0,2.15,3.28,3.2,,,,,,,,
2012-07-19,Portuguesa,Cruzeiro,0.0,2.0,2.44,3.2,2.78,,,,,,,,
2012-07-19,Atletico-MG,Internacional,3.0,1.0,1.72,3.51,4.64,,,,,,,,
2012-07-19,Flamengo RJ,Corinthians,0.0,3.0,2.38,3.2,2.89,,,,,,,,
2012-07-19,Sao Paulo,Vasco,0.0,1.0,1.86,3.39,4.04,,,,,,,,
2012-07-20,Atletico GO,Figueirense,3.0,2.0,1.98,3.34,3.63,,,,,,,,
2012-07-20,Coritiba,Palmeiras,1.0,1.0,1.79,3.5,4.21,,,,,,,,
2012-07-20,Fluminense,Bahia,4.0,0.0,1.34,4.57,8.98,,,,,,,,
2012-07-21,Sport Recife,Atletico-MG,1.0,4.0,3.3,3.3,2.09,,,,,,,,
2012-07-21,Vasco,Santos,2.0,0.0,1.69,3.56,4.76,,,,,,,,
2012-07-22,Corinthians,Portuguesa,1.0,1.0,1.57,3.74,5.7,,,,,,,,
2012-07-22,Cruzeiro,Flamengo RJ,1.0,0.0,1.77,3.53,4.27,,,,,,,,
2012-07-22,Figueirense,Sao Paulo,0.0,2.0,2.4,3.22,2.82,,,,,,,,
2012-07-22,Internacional,Atletico GO,4.0,1.0,1.57,3.7,5.75,,,,,,,,
2012-07-22,Palmeiras,Nautico,3.0,0.0,1.53,3.8,6.11,,,,,,,,
2012-07-22,Bahia,Coritiba,2.0,2.0,2.27,3.23,3.0,,,,,,,,
2012-07-22,Botafogo RJ,Gremio,0.0,1.0,1.98,3.37,3.58,,,,,,,,
2012-07-22,Ponte Preta,Fluminense,1.0,2.0,3.04,3.27,2.22,,,,,,,,
2012-07-25,Figueirense,Internacional,0.0,1.0,2.51,3.21,2.67,,,,,,,,
2012-07-25,Ponte Preta,Sport Recife,1.0,1.0,1.71,3.61,4.56,,,,,,,,
2012-07-26,Nautico,Coritiba,3.0,4.0,2.14,3.32,3.19,,,,,,,,
2012-07-26,Vasco,Botafogo RJ,1.0,0.0,2.29,3.3,2.92,,,,,,,,
2012-07-26,Atletico GO,Sao Paulo,4.0,3.0,2.68,3.2,2.5,,,,,,,,
2012-07-26,Corinthians,Cruzeiro,2.0,0.0,1.92,3.28,3.83,,,,,,,,
2012-07-26,Gremio,Fluminense,1.0,0.0,1.79,3.45,4.26,,,,,,,,
2012-07-27,Atletico-MG,Santos,2.0,0.0,1.49,3.9,6.58,,,,,,,,
2012-07-27,Flamengo RJ,Portuguesa,0.0,0.0,1.73,3.52,4.6,,,,,,,,
2012-07-27,Palmeiras,Bahia,0.0,2.0,1.48,3.92,6.67,,,,,,,,
2012-07-28,Coritiba,Gremio,2.0,1.0,2.34,3.25,2.88,,,,,,,,
2012-07-28,Internacional,Vasco,0.0,0.0,2.02,3.28,3.51,,,,,,,,
2012-07-29,Botafogo RJ,Figueirense,1.0,0.0,1.52,3.9,5.98,,,,,,,,
2012-07-29,Bahia,Corinthians,0.0,0.0,2.95,3.18,2.33,,,,,,,,
2012-07-29,Fluminense,Atletico-MG,0.0,0.0,2.18,3.26,3.16,,,,,,,,
2012-07-29,Sao Paulo,Flamengo RJ,4.0,1.0,1.69,3.6,4.76,,,,,,,,
2012-07-29,Sport Recife,Atletico GO,0.0,0.0,1.98,3.32,3.65,,,,,,,,
2012-07-29,Cruzeiro,Palmeiras,2.0,1.0,1.9,3.32,3.93,,,,,,,,
2012-07-29,Portuguesa,Nautico,3.0,1.0,1.68,3.66,4.75,,,,,,,,
2012-07-29,Santos,Ponte Preta,2.0,1.0,1.92,3.31,3.85,,,,,,,,
2012-08-06,Botafogo RJ,Cruzeiro,2.0,3.0,2.02,3.32,3.58,,,,,,,,
2012-08-06,Corinthians,Figueirense,1.0,1.0,1.56,3.77,5.68,,,,,,,,
2012-08-07,Atletico GO,Nautico,0.0,1.0,1.65,3.78,4.86,,,,,,,,
2012-08-07,Figueirense,Vasco,1.0,1.0,2.31,3.2,2.99,,,,,,,,
2012-08-07,Fluminense,Flamengo RJ,1.0,0.0,1.96,3.35,3.67,,,,,,,,
2012-08-07,Santos,Gremio,4.0,2.0,1.87,3.38,3.99,,,,,,,,
2012-08-07,Sao Paulo,Coritiba,3.0,1.0,1.46,4.07,6.85,,,,,,,,
2012-08-07,Atletico-MG,Portuguesa,2.0,0.0,1.39,4.4,7.52,,,,,,,,
2012-08-07,Ponte Preta,Palmeiras,1.0,0.0,2.12,3.22,3.36,,,,,,,,
2012-08-07,Sport Recife,Corinthians,1.0,1.0,2.22,3.22,3.11,,,,,,,,
2012-08-08,Internacional,Nautico,0.0,0.0,1.39,4.34,7.83,,,,,,,,
2012-08-08,Sport Recife,Vasco,0.0,2.0,3.02,3.18,2.29,,,,,,,,
2012-08-09,Coritiba,Flamengo RJ,3.0,0.0,1.71,3.62,4.63,,,,,,,,
2012-08-09,Ponte Preta,Figueirense,2.0,2.0,1.76,3.54,4.32,,,,,,,,
2012-08-15,Cruzeiro,Fluminense,1.0,1.0,2.43,3.17,2.79,,,,,,,,
2012-08-15,Gremio,Portuguesa,1.0,2.0,1.54,3.73,6.15,,,,,,,,
2012-08-16,Atletico GO,Atletico-MG,1.0,1.0,3.62,3.3,1.98,,,,,,,,
2012-08-16,Ponte Preta,Bahia,0.0,2.0,1.62,3.63,5.21,,,,,,,,
2012-08-16,Botafogo RJ,Sport Recife,2.0,0.0,1.41,4.19,7.39,,,,,,,,
2012-08-16,Nautico,Sao Paulo,3.0,0.0,2.41,3.24,2.77,,,,,,,,
2012-08-16,Palmeiras,Flamengo RJ,1.0,0.0,1.82,3.43,4.17,,,,,,,,
2012-08-17,Corinthians,Internacional,1.0,0.0,2.03,3.19,3.62,,,,,,,,
2012-08-17,Figueirense,Santos,1.0,3.0,2.58,3.2,2.59,,,,,,,,
2012-08-17,Vasco,Coritiba,2.0,2.0,1.61,3.68,5.32,,,,,,,,
2012-08-18,Fluminense,Sport Recife,1.0,0.0,1.46,4.07,6.8,,,,,,,,
2012-08-18,Nautico,Bahia,1.0,0.0,1.88,3.38,3.95,,,,,,,,
2012-08-19,Sao Paulo,Ponte Preta,3.0,0.0,1.59,3.77,5.34,,,,,,,,
2012-08-19,Atletico-MG,Botafogo RJ,3.0,2.0,1.75,3.46,4.45,,,,,,,,
2012-08-19,Coritiba,Cruzeiro,4.0,0.0,1.88,3.45,3.83,,,,,,,,
2012-08-19,Gremio,Figueirense,4.0,0.0,1.4,4.26,7.5,,,,,,,,
2012-08-19,Santos,Corinthians,3.0,2.0,2.21,3.2,3.14,,,,,,,,
2012-08-19,Atletico GO,Palmeiras,2.0,1.0,2.5,3.23,2.67,,,,,,,,
2012-08-19,Flamengo RJ,Vasco,1.0,0.0,2.76,3.1,2.5,,,,,,,,
2012-08-19,Portuguesa,Internacional,1.0,1.0,3.11,3.17,2.44,,,,,,,,
2012-08-25,Palmeiras,Santos,1.0,2.0,2.46,3.26,2.7,,,,,,,,
2012-08-25,Vasco,Fluminense,1.0,2.0,3.0,3.17,2.32,,,,,,,,
2012-08-26,Ponte Preta,Portuguesa,2.0,1.0,2.4,3.17,2.87,,,,,,,,
