fecha,team1,team2,league,market,label,prob,hit,mia,cuota
2026-06-26,Escocia,Brasil,mundial 2026,Mitades,"Gol en 2ª parte",0.4452,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,1X2,"Gana Mexico",0.5330,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,1X2,"Empate",0.3064,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,1X2,"Gana Chequia",0.1606,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,1X2,"Mexico o empate (1X)",0.8394,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,1X2,"Chequia o empate (X2)",0.4670,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,1X2,"Sin empate (12)",0.6936,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Goles,"Más de 3.5 goles",0.1438,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Goles,"Más de 2.5 goles",0.3247,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Goles,"Más de 1.5 goles",0.6085,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Goles,"Más de 0.5 goles",0.8523,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,BTTS,"Ambos anotan",0.3644,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,BTTS,"No ambos anotan",0.6356,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Córners,"Córners totales +10.5",0.1568,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Córners,"Córners totales +9.5",0.2486,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Córners,"Córners totales +8.5",0.3676,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Córners,"Córners totales +7.5",0.5065,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Córners,"Córners totales +6.5",0.6505,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Córners,"Córners totales +5.5",0.7811,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Córners,"Córners Mexico +6.5",0.0845,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Córners,"Córners Mexico +5.5",0.1742,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Córners,"Córners Mexico +4.5",0.3186,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Córners,"Córners Mexico +3.5",0.5121,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Córners,"Córners Mexico +2.5",0.7196,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Córners,"Córners Chequia +6.5",0.1090,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Córners,"Córners Chequia +5.5",0.2124,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Córners,"Córners Chequia +4.5",0.3680,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Córners,"Córners Chequia +3.5",0.5634,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Córners,"Córners Chequia +2.5",0.7596,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros a puerta,"Tiros a puerta totales +9.5",0.1965,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros a puerta,"Tiros a puerta totales +8.5",0.3050,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros a puerta,"Tiros a puerta totales +7.5",0.4395,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros a puerta,"Tiros a puerta totales +6.5",0.5879,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros a puerta,"Tiros a puerta totales +5.5",0.7309,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros a puerta,"Tiros a puerta totales +4.5",0.8492,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros a puerta,"T. a puerta Mexico +6.5",0.1243,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros a puerta,"T. a puerta Mexico +5.5",0.2349,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros a puerta,"T. a puerta Mexico +4.5",0.3958,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros a puerta,"T. a puerta Mexico +3.5",0.5908,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros a puerta,"T. a puerta Mexico +2.5",0.7798,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros a puerta,"T. a puerta Chequia +5.5",0.0977,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros a puerta,"T. a puerta Chequia +4.5",0.2072,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros a puerta,"T. a puerta Chequia +3.5",0.3820,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros a puerta,"T. a puerta Chequia +2.5",0.6055,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros a puerta,"T. a puerta Chequia +1.5",0.8196,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros a puerta,"Mexico tira más a puerta",0.5686,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros,"Tiros totales +22.5",0.2671,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros,"Tiros totales +21.5",0.3427,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros,"Tiros totales +20.5",0.4266,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros,"Tiros totales +19.5",0.5153,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros,"Tiros totales +18.5",0.6048,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros,"Tiros totales +17.5",0.6906,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros,"Tiros totales +16.5",0.7683,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros,"Tiros totales +15.5",0.8350,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros,"Tiros Mexico +13.5",0.2504,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros,"Tiros Mexico +12.5",0.3482,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros,"Tiros Mexico +11.5",0.4604,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros,"Tiros Mexico +10.5",0.5792,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros,"Tiros Mexico +9.5",0.6945,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros,"Tiros Mexico +8.5",0.7962,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros,"Tiros Mexico +7.5",0.8770,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros,"Tiros Chequia +11.5",0.1518,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros,"Tiros Chequia +10.5",0.2373,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros,"Tiros Chequia +9.5",0.3478,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros,"Tiros Chequia +8.5",0.4777,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros,"Tiros Chequia +7.5",0.6151,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros,"Tiros Chequia +6.5",0.7444,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tiros,"Tiros Chequia +5.5",0.8508,1,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tarjetas,"Tarjetas totales +4.5",0.1652,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tarjetas,"Tarjetas totales +3.5",0.3261,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tarjetas,"Tarjetas totales +2.5",0.5496,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Tarjetas,"Tarjetas totales +1.5",0.7824,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Mitades,"Gol en 1ª parte",0.6607,0,0,
2026-06-26,Mexico,Chequia,mundial 2026,Mitades,"Gol en 2ª parte",0.9453,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,1X2,"Gana Bosnia Herzegovina",0.4162,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,1X2,"Empate",0.3169,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,1X2,"Gana Qatar",0.2669,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,1X2,"Bosnia Herzegovina o empate (1X)",0.7331,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,1X2,"Qatar o empate (X2)",0.5838,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,1X2,"Sin empate (12)",0.6831,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Goles,"Más de 3.5 goles",0.1717,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Goles,"Más de 2.5 goles",0.3650,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Goles,"Más de 1.5 goles",0.6472,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Goles,"Más de 0.5 goles",0.8709,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,BTTS,"Ambos anotan",0.4405,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,BTTS,"No ambos anotan",0.5595,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Córners,"Córners totales +13.5",0.2563,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Córners,"Córners totales +12.5",0.3549,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Córners,"Córners totales +11.5",0.4675,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Córners,"Córners totales +10.5",0.5860,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Córners,"Córners totales +9.5",0.7005,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Córners,"Córners totales +8.5",0.8010,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Córners,"Córners Bosnia Herzegovina +7.5",0.1564,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Córners,"Córners Bosnia Herzegovina +6.5",0.2694,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Córners,"Córners Bosnia Herzegovina +5.5",0.4212,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Córners,"Córners Bosnia Herzegovina +4.5",0.5959,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Córners,"Córners Bosnia Herzegovina +3.5",0.7635,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Córners,"Córners Qatar +8.5",0.1719,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Córners,"Córners Qatar +7.5",0.2812,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Córners,"Córners Qatar +6.5",0.4226,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Córners,"Córners Qatar +5.5",0.5828,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Córners,"Córners Qatar +4.5",0.7384,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Córners,"Córners Qatar +3.5",0.8642,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros a puerta,"Tiros a puerta totales +10.5",0.2141,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros a puerta,"Tiros a puerta totales +9.5",0.3201,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros a puerta,"Tiros a puerta totales +8.5",0.4481,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros a puerta,"Tiros a puerta totales +7.5",0.5869,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros a puerta,"Tiros a puerta totales +6.5",0.7209,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros a puerta,"Tiros a puerta totales +5.5",0.8340,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros a puerta,"T. a puerta Bosnia Herzegovina +6.5",0.1168,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros a puerta,"T. a puerta Bosnia Herzegovina +5.5",0.2239,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros a puerta,"T. a puerta Bosnia Herzegovina +4.5",0.3824,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros a puerta,"T. a puerta Bosnia Herzegovina +3.5",0.5777,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros a puerta,"T. a puerta Bosnia Herzegovina +2.5",0.7702,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros a puerta,"T. a puerta Qatar +6.5",0.1365,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros a puerta,"T. a puerta Qatar +5.5",0.2524,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros a puerta,"T. a puerta Qatar +4.5",0.4168,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros a puerta,"T. a puerta Qatar +3.5",0.6109,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros a puerta,"T. a puerta Qatar +2.5",0.7942,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros a puerta,"Bosnia Herzegovina tira más a puerta",0.4894,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros,"Tiros totales +24.5",0.2891,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros,"Tiros totales +23.5",0.3635,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros,"Tiros totales +22.5",0.4446,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros,"Tiros totales +21.5",0.5293,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros,"Tiros totales +20.5",0.6140,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros,"Tiros totales +19.5",0.6948,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros,"Tiros totales +18.5",0.7682,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros,"Tiros totales +17.5",0.8316,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros,"Tiros Bosnia Herzegovina +12.5",0.2311,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros,"Tiros Bosnia Herzegovina +11.5",0.3302,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros,"Tiros Bosnia Herzegovina +10.5",0.4462,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros,"Tiros Bosnia Herzegovina +9.5",0.5710,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros,"Tiros Bosnia Herzegovina +8.5",0.6929,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros,"Tiros Bosnia Herzegovina +7.5",0.8001,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros,"Tiros Qatar +14.5",0.2082,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros,"Tiros Qatar +13.5",0.2951,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros,"Tiros Qatar +12.5",0.3985,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros,"Tiros Qatar +11.5",0.5127,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros,"Tiros Qatar +10.5",0.6289,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros,"Tiros Qatar +9.5",0.7376,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tiros,"Tiros Qatar +8.5",0.8298,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tarjetas,"Tarjetas totales +7.5",0.1107,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tarjetas,"Tarjetas totales +6.5",0.2054,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tarjetas,"Tarjetas totales +5.5",0.3442,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tarjetas,"Tarjetas totales +4.5",0.5187,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tarjetas,"Tarjetas totales +3.5",0.7016,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Tarjetas,"Tarjetas totales +2.5",0.8548,0,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Mitades,"Gol en 1ª parte",0.6599,1,0,
2026-06-26,Bosnia Herzegovina,Qatar,mundial 2026,Mitades,"Gol en 2ª parte",0.7520,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,1X2,"Gana Marruecos",0.8309,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,1X2,"Empate",0.1244,0,0,
2026-06-26,Marruecos,Haití,mundial 2026,1X2,"Gana Haití",0.0447,0,0,
2026-06-26,Marruecos,Haití,mundial 2026,1X2,"Marruecos o empate (1X)",0.9553,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,1X2,"Haití o empate (X2)",0.1691,0,0,
2026-06-26,Marruecos,Haití,mundial 2026,1X2,"Sin empate (12)",0.8756,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Goles,"Más de 4.5 goles",0.1799,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Goles,"Más de 3.5 goles",0.3485,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Goles,"Más de 2.5 goles",0.5736,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Goles,"Más de 1.5 goles",0.7991,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,BTTS,"Ambos anotan",0.3267,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,BTTS,"No ambos anotan",0.6733,0,0,
2026-06-26,Marruecos,Haití,mundial 2026,Córners,"Córners totales +9.5",0.1792,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Córners,"Córners totales +8.5",0.2832,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Córners,"Córners totales +7.5",0.4153,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Córners,"Córners totales +6.5",0.5642,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Córners,"Córners totales +5.5",0.7111,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Córners,"Córners totales +4.5",0.8354,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Córners,"Córners Marruecos +6.5",0.1419,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Córners,"Córners Marruecos +5.5",0.2601,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Córners,"Córners Marruecos +4.5",0.4258,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Córners,"Córners Marruecos +3.5",0.6193,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Córners,"Córners Marruecos +2.5",0.8002,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Córners,"Córners Haití +4.5",0.1545,0,0,
2026-06-26,Marruecos,Haití,mundial 2026,Córners,"Córners Haití +3.5",0.3111,0,0,
2026-06-26,Marruecos,Haití,mundial 2026,Córners,"Córners Haití +2.5",0.5338,0,0,
2026-06-26,Marruecos,Haití,mundial 2026,Córners,"Córners Haití +1.5",0.7713,0,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros a puerta,"Tiros a puerta totales +8.5",0.1728,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros a puerta,"Tiros a puerta totales +7.5",0.2824,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros a puerta,"Tiros a puerta totales +6.5",0.4240,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros a puerta,"Tiros a puerta totales +5.5",0.5841,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros a puerta,"Tiros a puerta totales +4.5",0.7394,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros a puerta,"Tiros a puerta totales +3.5",0.8649,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros a puerta,"T. a puerta Marruecos +6.5",0.1266,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros a puerta,"T. a puerta Marruecos +5.5",0.2383,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros a puerta,"T. a puerta Marruecos +4.5",0.3999,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros a puerta,"T. a puerta Marruecos +3.5",0.5947,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros a puerta,"T. a puerta Marruecos +2.5",0.7827,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros a puerta,"T. a puerta Haití +3.5",0.1505,0,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros a puerta,"T. a puerta Haití +2.5",0.3346,0,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros a puerta,"T. a puerta Haití +1.5",0.6051,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros a puerta,"T. a puerta Haití +0.5",0.8702,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros a puerta,"Marruecos tira más a puerta",0.6701,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros,"Tiros totales +20.5",0.2785,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros,"Tiros totales +19.5",0.3593,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros,"Tiros totales +18.5",0.4485,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros,"Tiros totales +17.5",0.5421,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros,"Tiros totales +16.5",0.6350,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros,"Tiros totales +15.5",0.7223,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros,"Tiros totales +14.5",0.7994,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros,"Tiros totales +13.5",0.8632,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros,"Tiros Marruecos +14.5",0.2234,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros,"Tiros Marruecos +13.5",0.3131,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros,"Tiros Marruecos +12.5",0.4182,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros,"Tiros Marruecos +11.5",0.5325,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros,"Tiros Marruecos +10.5",0.6474,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros,"Tiros Marruecos +9.5",0.7531,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros,"Tiros Marruecos +8.5",0.8416,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros,"Tiros Haití +8.5",0.1704,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros,"Tiros Haití +7.5",0.2792,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros,"Tiros Haití +6.5",0.4204,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros,"Tiros Haití +5.5",0.5806,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros,"Tiros Haití +4.5",0.7366,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tiros,"Tiros Haití +3.5",0.8630,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tarjetas,"Tarjetas totales +5.5",0.1169,0,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tarjetas,"Tarjetas totales +4.5",0.2371,0,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tarjetas,"Tarjetas totales +3.5",0.4193,0,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tarjetas,"Tarjetas totales +2.5",0.6403,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Tarjetas,"Tarjetas totales +1.5",0.8412,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Mitades,"Gol en 1ª parte",0.8516,1,0,
2026-06-26,Marruecos,Haití,mundial 2026,Mitades,"Gol en 2ª parte",0.5642,1,0,
2026-06-26,France,Norway,mundial 2026,1X2,"Gana France",0.3406,1,0,
2026-06-26,France,Norway,mundial 2026,1X2,"Empate",0.2639,0,0,
2026-06-26,France,Norway,mundial 2026,1X2,"Gana Norway",0.3955,0,0,
2026-06-26,France,Norway,mundial 2026,1X2,"France o empate (1X)",0.6045,1,0,
2026-06-26,France,Norway,mundial 2026,1X2,"Norway o empate (X2)",0.6594,0,0,
2026-06-26,France,Norway,mundial 2026,1X2,"Sin empate (12)",0.7361,1,0,
2026-06-26,France,Norway,mundial 2026,Goles,"Más de 4.5 goles",0.1701,1,0,
2026-06-26,France,Norway,mundial 2026,Goles,"Más de 3.5 goles",0.3331,1,0,
2026-06-26,France,Norway,mundial 2026,Goles,"Más de 2.5 goles",0.5570,1,0,
2026-06-26,France,Norway,mundial 2026,Goles,"Más de 1.5 goles",0.7960,1,0,
2026-06-26,France,Norway,mundial 2026,BTTS,"Ambos anotan",0.5959,1,0,
2026-06-26,France,Norway,mundial 2026,BTTS,"No ambos anotan",0.4041,0,0,
2026-06-26,France,Norway,mundial 2026,Córners,"Córners totales +9.5",0.1288,0,0,
2026-06-26,France,Norway,mundial 2026,Córners,"Córners totales +8.5",0.2169,1,0,
2026-06-26,France,Norway,mundial 2026,Córners,"Córners totales +7.5",0.3377,1,0,
2026-06-26,France,Norway,mundial 2026,Córners,"Córners totales +6.5",0.4846,1,0,
2026-06-26,France,Norway,mundial 2026,Córners,"Córners totales +5.5",0.6412,1,0,
2026-06-26,France,Norway,mundial 2026,Córners,"Córners totales +4.5",0.7842,1,0,
2026-06-26,France,Norway,mundial 2026,Córners,"Córners France +6.5",0.0868,0,0,
2026-06-26,France,Norway,mundial 2026,Córners,"Córners France +5.5",0.1779,0,0,
2026-06-26,France,Norway,mundial 2026,Córners,"Córners France +4.5",0.3235,1,0,
2026-06-26,France,Norway,mundial 2026,Córners,"Córners France +3.5",0.5173,1,0,
2026-06-26,France,Norway,mundial 2026,Córners,"Córners France +2.5",0.7238,1,0,
2026-06-26,France,Norway,mundial 2026,Córners,"Córners Norway +4.5",0.1548,0,0,
2026-06-26,France,Norway,mundial 2026,Córners,"Córners Norway +3.5",0.3116,1,0,
2026-06-26,France,Norway,mundial 2026,Córners,"Córners Norway +2.5",0.5343,1,0,
2026-06-26,France,Norway,mundial 2026,Córners,"Córners Norway +1.5",0.7716,1,0,
2026-06-26,France,Norway,mundial 2026,Tiros a puerta,"Tiros a puerta totales +9.5",0.1268,1,0,
2026-06-26,France,Norway,mundial 2026,Tiros a puerta,"Tiros a puerta totales +8.5",0.2142,1,0,
2026-06-26,France,Norway,mundial 2026,Tiros a puerta,"Tiros a puerta totales +7.5",0.3343,1,0,
2026-06-26,France,Norway,mundial 2026,Tiros a puerta,"Tiros a puerta totales +6.5",0.4811,1,0,
2026-06-26,France,Norway,mundial 2026,Tiros a puerta,"Tiros a puerta totales +5.5",0.6380,1,0,
2026-06-26,France,Norway,mundial 2026,Tiros a puerta,"Tiros a puerta totales +4.5",0.7817,1,0,
2026-06-26,France,Norway,mundial 2026,Tiros a puerta,"T. a puerta France +6.5",0.0936,1,0,
2026-06-26,France,Norway,mundial 2026,Tiros a puerta,"T. a puerta France +5.5",0.1888,1,0,
